product_Id,vendor_name,product_name,product_description,parent_category,sub_category
BG344,Starline,Urban Peak® 4L Essentials Dry Bag,Carabiner clip for convenient transport,Bags,Dry Bags
BG345,Starline,Urban Peak® 12L Dry Bag,100% waterproof bag keeps contents dry during inclement weather and wet conditions,Bags,Dry Bags
BG346,Starline,Urban Peak® 19L Dry Bag,100% waterproof bag keeps contents dry during inclement weather and wet conditions,Bags,Dry Bags
BG347,Starline,Urban Peak® 31L Dry Bag Backpack,Main compartment is 100% waterproof and keeps contents dry during inclement weather and wet conditions. Clear front zip pocket is water resistant provides easy touch-screen accessibility for electronic devices (device shown not included).,Bags,Dry Bags
BG349,Starline,Urban Peak® 46L Waterproof Backpack/Duffel Bag,Clear ID card holder slot,Bags,Dry Bags
BG349D,Starline,Urban Peak® Waterproof Backpack/Duffel Bag,*Only TruColor decoration one location on one side available on this Starline On Demand Program item.,Bags,Dry Bags
BG363,Starline,Urban Peak® 22L Dry Bag Backpack,Padded air mesh adjustable shoulder straps and top handle,Bags,Dry Bags
BG373,Starline,Urban Peak® Travel Computer Backpack w/ Dry Pocket,1-year limited warranty,Bags,Dry Bags
BG379,Starline,EarthTrendz™ Waterproof 6L Window Dry Bag,Main compartment is 100% waterproof and keeps contents dry during inclement weather and wet conditions. Clear front inside slash pocket is water resistant and provides easy touch-screen accessibility for electronic devices,Bags,Dry Bags
BG380,Starline,EarthTrendz™ Waterproof 10L Window Dry Bag,Main compartment is 100% waterproof and keeps contents dry during inclement weather and wet conditions. Clear front inside slash pocket is water resistant and provides easy touch-screen accessibility for electronic devices (device shown not included),Bags,Dry Bags
BG387,Starline,Urban Peak® Waterproof 24L Quake Dry Bag/ Backpack,1-year limited warranty,Bags,Dry Bags
BG388,Starline,Urban Peak® Waterproof 46L Quake Dry Bag/Duffel,1-year limited warranty,Bags,Dry Bags
BG8030,SanMar Corp,Port Authority Washed Canvas Duffel BG8030,Note: Bags not intended for use by children 12 and under.**,Bags,Duffels
BG916,The Magnet Group,Keepdry Waterproof Bag,Keep your valuables in here to avoid getting them wet.,Bags,Dry Bags
BG940,SanMar Corp,Port Authority Matte Oxford Backpack BG940,Note: Bags not intended for use by children 12 and under.,Bags,Backpacks
BG941,SanMar Corp,Port Authority Matte Oxford Hydration Crossbody BG941,Note: Bags not intended for use by children 12 and under.,Bags,Others
BINS12,Koozie Group,Garyline® Guardian Insulated Grocery Tote,"This zippered insulated tote is perfect for keeping food and beverages chilled while on the go. Designed with 20"" handles for easy carrying, it features a wide top opening for convenient access and a handy front slip pocket for extra storage. Ideal for beach days, picnics, or outdoor events, it makes a practical promo that recipients will love.",Bags,Coolers
BINS12,Koozie Group,Garyline® Guardian Insulated Grocery Tote,"This zippered insulated tote is perfect for keeping food and beverages chilled while on the go. Designed with 20"" handles for easy carrying, it features a wide top opening for convenient access and a handy front slip pocket for extra storage. Ideal for beach days, picnics, or outdoor events, it makes a practical promo that recipients will love.",Bags,Totes
BLS-5060,LBU Inc,"SilkTouch Blankets 50"" x 60""","Silk touch material, fully sublimated, warm up anywhere with our sublimated blankets! Fully customizable, each blanket can be fully sublimated on one side to make the perfect gift for your next event! This is a great promotion for any business associated with travel, home decor, furniture or if you're looking for a unique way to promote your brand. Don't sleep on this decision any longer order yours today!",Accessories,Blankets & Throws
BLS-5060-IMPORT,LBU Inc,"Silk Touch Blanket 50"" x 60"" IMPORT","Our custom blankets are the perfect canvas to bring your designs, memories, and creativity to life. Fully customizable, each blanket can be fully sublimated to create brand recognition for your next event or product release! Submit your artwork and ideas so we can create your silk touch blankets today!",Accessories,Blankets & Throws
BLT1001,St Regis Crystal,BUILT® Crosstown Lunch Bag,"The BUILT® Crosstown Lunch Bag is a modern take on the classic brown bag silhouette. Perfect for taking your food, drinks or snacks to-go. Plenty of room for large containers and features a side beverage net. Adjustable shoulder cross-body strap makes it comfortable and easy to carry. Roll-top design with a velcro closure keeps contents secure and fresh and adjusts for larger containers and cold beverages.

- Exterior is made from 600D Polyester
- Insulating lunch bag is durable and spacious
- Includes adjustable cross body shoulder strap
- Adjustable roll-top design with Velcro closure ensures food stays fresh
- Stores flat for easy storage
- Side mesh pocket for your water bottle or snacks
- Holds 9 cans
- BPA-Free

Product Size: 9"" W x 11"" H x 5"" D",Bags,Coolers
BLT1003,St Regis Crystal,BUILT® Welded Cooler Backpack,"The BUILT® Welded Cooler Backpack is the perfect soft cooler to bring to picnics, barbecues, or camping. 

Made from tough shell fabric with a high-strength 1000 denier polyester core with double TPU coating , this portable cooler is highly resistant to puncture and abrasion. The durable polyester fabric is leak-proof, and the bag is insulated, keeping cold for days. It can hold up to 32 pounds of ice, or 36 cans plus ice. 

Features:
- Wide mouth roll top makes it easy to load and unload
- Leak-proof welded seam construction
- Box stitched and reinforced side handles
- Large comfortable adjustable shoulder straps and handles
- Built in corrosion resistant 18/10 stainless steel bottle opener
- Features a front pocket for personal items
- BPA-free

Product Size: 21"" W x 18"" H x 8.5"" D",Bags,Backpacks
BLT1003,St Regis Crystal,BUILT® Welded Cooler Backpack,"The BUILT® Welded Cooler Backpack is the perfect soft cooler to bring to picnics, barbecues, or camping. 

Made from tough shell fabric with a high-strength 1000 denier polyester core with double TPU coating , this portable cooler is highly resistant to puncture and abrasion. The durable polyester fabric is leak-proof, and the bag is insulated, keeping cold for days. It can hold up to 32 pounds of ice, or 36 cans plus ice. 

Features:
- Wide mouth roll top makes it easy to load and unload
- Leak-proof welded seam construction
- Box stitched and reinforced side handles
- Large comfortable adjustable shoulder straps and handles
- Built in corrosion resistant 18/10 stainless steel bottle opener
- Features a front pocket for personal items
- BPA-free

Product Size: 21"" W x 18"" H x 8.5"" D",Bags,Coolers
BLT1004,St Regis Crystal,BUILT® Large Welded Cooler Bag,"The BUILT® Large Welded Cooler is the perfect soft cooler to bring to picnics, tailgates, BBQs, camping or anywhere else you need to go.

This cooler's tough shell fabric, similar to the material that white water rafts are made of, allows for a durable, leak proof construction. The Welded Cooler can store 18 cans and 10 lbs of ice, and keep its contents cold for days. 

Features: 
- 1-inch thick insulation on sides and 1. 5-inches thick insulation on the bottom.
- Double TPU coating which is highly resistant to puncture and abrasion
- Wide mouth roll top opening makes it easy to load and clean
- Attached built-in bottle opener 
- Box stitched and reinforced side handles
- Comfortable shoulder strap
- Holds up to 18 cans and 10 lbs of ice

Product Size: 24"" W x 14.5"" H x 10"" D",Bags,Coolers
BLT1007,St Regis Crystal,BUILT® All In Backpack,"Take your workspace on the go with the All-In Backpack. Designed for a new way of working, it can be used on a desk, table, and anywhere else you take it with 22 pockets for complete organization.

Features: 
- Drop down front panel for on desk use and easy access to essential items 
- Side panels provide privacy and organization while at your workspace 
- Top quick-access pocket has a leash for keys and pockets for earbuds, ID cards, and more 
- Padded laptop and tablet pocket for up to 16” laptop 
- Made from lightweight ripstop nylon and durable PU coated Cordura: only 2.8 lbs 
- Reinforced construction can handle heavy loads 
- Generously padded shoulder straps 
- Patented phone stand for both on bag and on desk use (fits all phone sizes) 
- Patented removable drawer

Product Size: 13.75"" W x 17.5"" H x 8.85"" D",Bags,Backpacks
BLT1009,St Regis Crystal,BUILT® Two Bottle Wine Tote,"This neoprene wine tote insulates two standard bottles, keeping your favorite beverage at the perfect temperature. Neoprene is tough and protects against, spills, splashes, bumps, and drops, making it perfect for safeguarding the things you love. This light-weight tote stores flat when not in use. Soft-grip handles make it easy to carry and keep bottles securely inside. Wherever this product goes, the good times follow. Perfect for toting libations to parties, it also makes a fantastic gift for the host. That is, if you can resist keeping it for yourself. Red or white, sparkling or still, Built's original totes are the carrying method of choice whether you're an oenophile or teetotaler.

Product Size: 10"" W x 15.3"" H x 0.5"" D",Bags,Totes
BMCTS2,Koozie Group,Garyline® Bamboo Handled Cutting Board,"This 9.75"" x 5.5"" bamboo cutting board brings style to any kitchen. Featuring a handled design, it’s perfect for everyday prep, whether chopping veggies or slicing meats and cheeses. A durable and beautiful choice, it’s the perfect recipe for making your brand unforgettable. Hand wash only; completely air-dry between uses.",Accessories,Kitchen
BMLCT1,Koozie Group,Garyline® Bamboo Cutting Board - Large,"This large 9"" x 12"" bamboo cutting board brings style to any kitchen. Featuring a modern two-tone design, it’s perfect for everyday prep, whether chopping veggies or slicing meats and cheeses. A durable and beautiful choice, it’s the perfect recipe for making your brand unforgettable. Hand wash only; completely air-dry between uses.",Accessories,Kitchen
BP91,SanMar Corp,Port Authority Beach Throw BP91,"Dimensions: 70"" x 38.5""",Accessories,Blankets & Throws
BP92,SanMar Corp,Port Authority Waffle Throw BP92,"Dimensions: 69.5"" x 38.5""",Accessories,Blankets & Throws
BR210,S&S Activewear,Women's Baby Rib Cropped Tee - BR210,"<ul><li>6.5 oz./yd², 96/4 cotton/spandex, 36 singles </li><li>The Baby Rib Collection offers a classic style with a 2x2 rib </li><li>Stretch fit, cropped </li><li>Rolled forward shoulder </li><li>Side seams </li><li>Recycled tear away label</li></ul><div> </div><div> </div><ul><li>Proud member of the U.S. Cotton Trust Protocol </li><li>Made with OEKO-TEX certified low-impact dyes </li><li>Plastic waste is diverted from landfills annually by the removal of polybags from all products except color White</li></ul>",Apparel,T-Shirts
BR2107,S&S Activewear,Women's Baby Rib Long Sleeve Cropped Tee - BR2107,"<ul><li>6.5 oz./yd², 96/4 cotton/spandex, 36 singles </li><li>The Baby Rib Collection offers a classic style with a 2x2 rib </li><li>Stretch fit, cropped</li><li>Rolled forward shoulder</li><li>Side seams </li><li>Recycled tear away label</li></ul><div> </div><div> </div><ul><li>Proud member of the U.S. Cotton Trust Protocol </li><li>Made with OEKO-TEX certified low-impact dyes </li><li>Plastic waste is diverted from landfills annually by the removal of polybags from all products except color White</li></ul>",Apparel,T-Shirts
BR50BAR0425,Bag Makers Inc,"4"" Badge Satin Ribbon - 25yd Roll - Brilliance- Matte Finish",Thick Badge Satin Ribbon makes any occasion special. Personalize ribbon with your text or logo. USA made.,Bags,Paper & Gift Bags
BRC224,ImprintID,BRIC'S® Porsche Design Travel Accessories Shoe Bag,Durable nylon construction with Porsche Design signature lining. Compact size for easy packing of clothes or toiletries. All-around zipper with optional volume increase for flexible storage. Carry handle for convenient transport. Designed to fit seamlessly with Porsche Design luggage. Protects and organizes essentials for travel.,Bags,Shoe Bags
BRP13,Koozie Group,Garyline® Foldable RPET Tote,"With a roomy design and comfortable 22"" handles, this foldable tote carries groceries, books, or travel essentials with ease. At the end of a busy day, it folds down compactly using a built-in elastic strap that never gets lost. Perfect for hospitals, hotels, retail locations, and more, this reusable bag keeps convenience front and center. 100% of bag is made with post-consumer recycled PET.",Bags,Totes
BSBK901,ImprintID,"25L Bison® Marine Grade Dry Backpack (12"" x 7.5"" x 20.5"")",Marine Grade TPU construction ensures waterproof durability Sonic welded seams provide additional strength and protection Heavy-duty water-resistant zippers with oversized T-pulls keep water out Comfortable backpack straps for easy and convenient carrying,Bags,Dry Bags
BSBK902,ImprintID,"30L Bison® Marine Grade Dry Duffel Bag (20"" x 10"" x 10"")","Marine Grade TPU construction with sonic welded seams for waterproof durability. Heavy-duty water-resistant zippers with oversized T-pulls keep water out. Removable backpack straps offer versatile carrying options. Spacious 30L capacity accommodates gear for various outdoor adventures. Ideal for wet and wild excursions like boating, hiking, and camping.",Bags,Dry Bags
BSBK903,ImprintID,"50L Bison® Marine Grade Dry Duffel Bag (22.5"" x 11"" x 12.5"")","Marine Grade TPU construction with sonic welded seams for waterproof durability. Heavy-duty water-resistant zippers with oversized T-pulls keep water out. Removable backpack straps offer versatile carrying options. Spacious 50L capacity accommodates gear for various outdoor adventures. Ideal for wet and wild excursions like boating, hiking, and camping.",Bags,Dry Bags
BWG523_,St Regis Crystal,Columbus Beer Stein - 12oz/16oz/25oz - Deep Etch,The terrific Columbus beer stein with thick base and large handle embraces the time-honored traditions of beer enjoyment while adding a touch of elegance to your drinking experience.,Drinkware,Mugs & Steins
BWG524_,St Regis Crystal,Glasgow Super Stein - 40oz - Deep Etch,The hefty Glasgow Super Stein is an eye catching 40oz of glass that is a great canvas for your logo. It can't be ignored when it is on such a beautiful glass!,Drinkware,Mugs & Steins
BWG5252,St Regis Crystal,Wiesbaden Beer Stein - 21oz - Deep Etch,"The magnificent Wiesbaden beer stein is an imposing and stately piece that will quickly become a favorite. The ribbed details and smooth lip creates an eye catching glass, perfectly paired with your logo, and favorite beer.",Drinkware,Mugs & Steins
BWG526__,St Regis Crystal,Dusseldorf Beer Stein - 19.5oz - Deep Etch,"The amazing Dusseldorf beer stein is a great addition to any collection with a barrel shaped body with unique dimpled details at the bottom creating a beautiful glass to present to friends, family or clients.",Drinkware,Mugs & Steins
BWG5282,St Regis Crystal,Portland Beer Stein - 19oz - Deep Etch,"Raise a toast with the Portland Beer Stein, featuring a sturdy thick base for stability and a unique patterned design on the bottom half that adds a touch of sophistication. Perfect for celebrating special moments, it’s a timeless piece for beer enthusiasts.

Product Size: 5.125"" W x 6.25"" H x 3.15"" D",Drinkware,Mugs & Steins
BWG5292,St Regis Crystal,Munich Beer Stein - 18oz - Deep Etch,"Elevate your beer-drinking experience with our timeless Munich Beer Stein with Handle. This classic piece of glassware combines the rich history of German beer culture with modern craftsmanship, creating a vessel that is both functional and aesthetically pleasing.

Product Size: 5"" W x 6.375"" H",Drinkware,Mugs & Steins
BWG5311,St Regis Crystal,Clarion Beer Stein - 13.5oz - Deep Etch,"Raise a toast with the Clarion Beer Stein, combining timeless design with modern elegance. Featuring a sturdy handle and a double-stepped base, this stein is perfect for enjoying your favorite brews in style.

Product Size: 4.75"" W x 5.25"" H x 3"" D",Drinkware,Mugs & Steins
BWG821,St Regis Crystal,Britannia Beer Stein - 20oz - Deep Etch,"Classic English Pub Style, this is the quintessential Beer Stein. With a round decorating panel on the front, this is a great glass to promote your logo and brand. A great employee or client gift, milestone award or promotional glass for bars.",Drinkware,Mugs & Steins
BWG841,St Regis Crystal,Raleigh Beer Stein - 16oz - Deep Etch,The terrific Irish pub-style Raleigh beer stein.,Drinkware,Mugs & Steins
BWG842,St Regis Crystal,Raleigh Mug & Lid - 16oz,Irish Pub Styling available with or without a lid to be used as a Mug or a Candy Jar,Drinkware,Mugs & Steins
BWG852,St Regis Crystal,Roswell Drinking Jar - 16oz - Deep Etch,The 16oz Roswell Drinking Jar features a handle and lug finish top. A great gift idea for any occasion or catered event and a perfect way to add some flair to your signature cocktails.,Drinkware,Mugs & Steins
BWG872,St Regis Crystal,Chester Beer Stein - 15oz - Deep Etch,The charming Chester is a wide base clear stein with embossed rings and pub-style handle.,Drinkware,Mugs & Steins
C025,Numo Mfg,CITY CUT & SEW KIT BAG - LARGE,"A kit designed with shoes in mind. Ideal for a quick change. This kit is great for sports fans of any kind. This classy look keeps them and their gear looking great. Handle attached for convenience. USA milled, heavy-weight canvas exterior. Smooth pull nylon zipper to prevent any scratches on precious gear. Your branding goes on the inside to make a subtle brand impression every time your recipient opens this durable pouch.",Bags,Shoe Bags
C026,Numo Mfg,CITY CUT & SEW DUFFEL,"USA milled, heavy-weight canvas exterior. Smooth pull nylon zipper to prevent any scratches on precious gear. Your branding goes on the inside to make a subtle brand impression every time your recipient opens this durable duffel.",Bags,Duffels
C028,Numo Mfg,CITY CUT & SEW DOCUMENT POUCH,"USA milled, heavy-weight canvas exterior. Smooth pull nylon zipper to prevent any scratches on precious gear. Your branding goes on the inside to make a subtle brand impression every time your recipient opens this durable pouch.",Bags,Business Bags
C029,Numo Mfg,CITY CUT & SEW MUSETTE BAG,"USA milled, heavy-weight canvas exterior. Brass snap closure. Your branding goes on the inside to make a subtle brand impression every time your recipient opens this durable pouch.",Bags,Business Bags
C2112WL,"Pro Golf Premiums, Inc.",Columbia Ladies Darling Days II Pullover Hoodie,Comfort stretch. Hand pockets. 100% polyester.,Apparel,Hoodies & Sweatshirts
C2209MT,"Pro Golf Premiums, Inc.",Columbia Terminal Tackle Hoodie,"Omni-WICK™. Omni-SHADE™ UPF 50 sun protection. Quick dry. Omni-SHADE™, Omni-WICK™ 100% polyester.",Apparel,Hoodies & Sweatshirts
C2233WL,"Pro Golf Premiums, Inc.",Columbia Ladies Tidal Tee Hoodie,Omni-WICK™. Omni-SHADE™ UPF 50 sun protection. Quick dry.,Apparel,Hoodies & Sweatshirts
C2301MF,"Pro Golf Premiums, Inc.",Columbia Lodge Fleece Hoodie,Drawcord adjustable hood. Kangaroo pocket. Comfort rib at cuff and hem.,Apparel,Hoodies & Sweatshirts
C2305ML,"Pro Golf Premiums, Inc.",Columbia PFG Hoodie,Drawcord adjustable hood. Kangaroo pocket.,Apparel,Hoodies & Sweatshirts
C993,SanMar Corp,Port Authority Foam Truck'N Cap C993,7-position adjustable snapback closure,Apparel,Accessories
C993,SanMar Corp,Port Authority Foam Truck'N Cap C993,7-position adjustable snapback closure,Apparel,Headwear
C994,SanMar Corp,Port Authority All-Day Performance UPF Ponytail Cap C994,Low-profile hook and loop closure,Apparel,Headwear
C994,SanMar Corp,Port Authority All-Day Performance UPF Ponytail Cap C994,Low-profile hook and loop closure,Apparel,Women's
C995,SanMar Corp,Port Authority All-Day Performance UPF Perforated Cap C995,Low-profile hook and loop closure,Apparel,Headwear
CA15,Innovation Line,"""Cara M"" Medium Size Carabiner Keyholder with Split Ring Attachment","This medium carabiner has a split ring attachment for keys and clips on to bags, backpacks and other items. Laser Engraved imprint included in price!",Accessories,Others
CAMBRIDGEBOX,Hub Pen Co,Cambridge Collection Box,"For a big impact, choose this beautifully designed drawer pull pen gift box. Classically styled for high-end appeal, it’s the perfect presentation for our Cambridge Collection pens. The padded interior features loops and a ribbon to hold your pen or pens in place and includes a card describing the Cambridge Collection Lifetime Guarantee and an extra ink cartridge refill. The box comes in a sleek white cardboard sleeve to protect the exterior.
Material: Cardboard With Fabric Insert
Standard Packaging: Bulk
Tags: Packaging, Gift, Presentation, Present, Box",Office,Packaging
CAR3_1,St Regis Crystal,Carey Beer Stein - 16oz,"24% Lead Crystal, a beautiful take on a classic design, the rounded shape and cut details are eye catching. Looking to create a gift set, there are several other matching accessories such as pitchers, OTR and hiball glasses.",Drinkware,Mugs & Steins
CARDP2,Peerless Umbrella Co Inc,Dual Panel Car Shade,"Enjoy enhanced protection and a cooler interior with our standard-sized Dual Panel Sunshade. Specially designed for smaller vehicles, it is crafted from silver-coated 190T polyester to block up to 99% of harmful UV rays, reducing interior temperature and protecting your upholstery from sun damage. Thanks to its dual-panel design, this sunshade unfolds and installs in seconds, then quickly collapses down and secures with the attached elastic band. For easy storage, simply tuck it away in the included pouch, ensuring a neat and clutter-free vehicle.",Accessories,Auto
CB69,Koozie Group,Garyline® Memo Clipboard,"Keep notes and documents secure with this versatile clipboard, featuring a sturdy 4"" clip and a convenient hang hole on the back. Sized to hold a standard 5.5"" x 8.5"" notepad, it’s perfect for healthcare, education, fundraisers, and tradeshows. Customize the look by mixing and matching board and clip colors to showcase your brand.",Office,Stationary & Accessories
CB69,Koozie Group,Garyline® Memo Clipboard,"Keep notes and documents secure with this versatile clipboard, featuring a sturdy 4"" clip and a convenient hang hole on the back. Sized to hold a standard 5.5"" x 8.5"" notepad, it’s perfect for healthcare, education, fundraisers, and tradeshows. Customize the look by mixing and matching board and clip colors to showcase your brand.",Tradeshow,Tradeshow
CB912,Koozie Group,Garyline® Letter Clipboard,"Keep your documents secure and your brand front and center with this versatile clipboard. Featuring an extra-strong 4"" spring clip that can be a different color than the board, it holds standard letter-size pads and documents with ease. A convenient hang hole makes storage easy between uses.",Office,Stationary & Accessories
CB912X,Koozie Group,Garyline® Letter Clipboard with Jumbo Clip,"Keep your documents secure and your brand front and center with this versatile clipboard. Featuring an extra-large 5.5"" clip that can be a different color than the board, it holds standard letter-size pads and documents with ease. A convenient hang hole makes storage easy between uses.",Office,Stationary & Accessories
CB913,Koozie Group,Garyline® Contour Clipboard,"Stay organized and on task with the Contour Clipboard. This practical board features an extra-large double-spring clip that securely holds standard 8½"" x 11"" writing pads and important documents, perfect for busy professional environments. Whether you’re filling out forms or managing paperwork on the go, this durable clipboard is built to perform.",Office,Stationary & Accessories
CB916XS,Koozie Group,Garyline® Sports Clipboard with Jumbo Clip,"Designed to hold standard legal-size pads and documents, this versatile sport clipboard features an extra-large 5.5"" clip that can be a different color than the board. Coaches and team managers will love the variety of available backgrounds and the optional dry-erase clear coat that transform the clipboard into a reusable playbook for drawing up plays on the fly. A convenient hang hole makes storage simple, so it’s always ready for the next big game.",Office,Stationary & Accessories
CBS-1257,LBU Inc,Campaign Bag Series,"Your campaign can be as unique as your brand. Let us design a series of coordinating handled bags and zippered pouches, using both screen print and sublimation, to create excitement for your launch. Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Design yours today!",Bags,Others
CBS-3291,LBU Inc,Sublimated Foil Zippered Pouch,"Let us create a masterpiece that will make your brand or campaign stand out! Sublimated zippered pouch, 10 Oz. heavy poly duck, stock color zipper. Fully customizable, each bag is cut to order. Choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Submit artwork and ideas so we can create your foil pouch today!",Bags,Others
CBS-3388,LBU Inc,Sublimated Zippered Pouch with Metal Plate,"Let us create a masterpiece that will make your brand or campaign stand out! Sublimated zippered pouch with customized metal plate, 10 Oz. heavy poly duck, stock color zipper. Fully customizable, this cut to order pouch gives you the opportunity to choose size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Submit artwork and ideas and design yours today!",Bags,Others
CBS-3422,LBU Inc,Sublimated Zippered Pouch,"Customize your eye catching pouch for your campaign or brand recognition today! Sublimated zippered pouch, 10 Oz. heavy poly duck, stock color zipper. Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Submit your artwork and ideas so we can create your special pouch today!",Bags,Others
CBS-8500-3,LBU Inc,"Canvas Zippered Pouches (8""w x 6""h x 2""D)","Canvas zippered pouch, 14 Oz. canvas, stock color zipper. Give your next promotion a total makeover by creating a stand-out product such as this zippered pouch! Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Allow us to create your canvas zippered pouch today!",Bags,Others
CBS-8500-7,LBU Inc,Canvas Zippered Pouches,"Canvas zippered pouch, 14 Oz. recycled natural canvas, black or white zipper. Your client can get their ideal artwork cut, edge to edge screen print. Submit your order so we can get your spot in the production line today!",Bags,Others
CBS-8500-7A,LBU Inc,Canvas Zippered Pouch,"14 Oz. recycled natural canvas, black or white zipper. Your client can get their ideal artwork cut, edge to edge screen print. Submit your order so we can get your spot in the production line today!",Bags,Others
CBS-8500-IMPORT,LBU Inc,"Canvas Zippered Pouches (8""w x 5""h) - IMPORT","Canvas zippered pouch 12-14 Oz. natural canvas, any stock color zipper. Give your next promotion a total makeover by creating a stand-out product such as this cosmetic case! Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, wristlet, gusset and lining. Let us create your pouch today!",Bags,Others
CBS-8600,LBU Inc,Color and Carry Zippered Pouch Sublimated,"Add a creative twist to your next promotion with the Color and Carry Custom Zippered Pouch — the perfect blend of fun and functionality. Featuring your brand's logo or artwork in black-and-white line art, this pouch is designed to be colored with fabric markers, letting recipients personalize their own design.Ideal for beauty kits, event giveaways, or creative campaigns, it's a memorable, hands-on way to keep your brand top of mind — and in their bag.",Bags,Others
CBS-8600-7,LBU Inc,Sublimated Zippered Pouches,"Sublimated zippered pouch custom seam to seam full color sublimation, poly canvas, black or white zipper . Your client can get their ideal artwork cut, seam to seam full color sublimation. Submit your order so we can get your spot in the production line today!",Bags,Others
CBS-8600-7A,LBU Inc,Sublimated Zippered Pouches,"Sublimated zippered pouch custom seam to seam full color sublimation, poly canvas, black or white zipper. Your client can get their ideal artwork cut, seam to seam full color sublimation. Submit your order so we can get your spot in the production line today!",Bags,Others
CBS-8600-7B,LBU Inc,Sublimated Zippered Pouch,"Sublimated zippered pouch custom seam to seam full color sublimation, poly canvas, black or white zipper. Your client can get their ideal artwork cut, seam to seam full color sublimation. Submit your order so we can get your spot in the production line today!",Bags,Others
CBS-8600-IMPORT,LBU Inc,"Sublimated Zippered Pouch (8""w x 5""h) - IMPORT","Sublimated zippered pouch, 10 Oz. heavy poly duck, stock color zipper. Give your next promotion a total makeover by creating a stand-out product such as this cosmetic case! Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Allow us to create your zippered pouch today!",Bags,Others
CBS-8600-IMPORT-1,LBU Inc,"Sublimated Zippered Pouches (8""w x 6""h x 2""D)- IMPORT","Give your next promotion a total makeover by creating a stand-out product such as this cosmetic case with sublimated zippered pouch 10 Oz. heavy poly duck, stock color zipper! Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Allow us to create your zippered pouch today!",Bags,Others
CBS-8895,LBU Inc,Sublimated Zippered Pouch with Clear Vinyl Overlay,"Sublimated zippered pouch with vinyl overlay, 10 Oz. heavy poly duck, stock color zipper. Give your next promotion a total makeover by creating a stand-out product such as this zippered pouch! Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Submit artwork and ideas so we can create your pouch today!",Bags,Others
CC100,Tekweld,Rectangle Puzzle Credit Card Mints,"Freshen things up with these rectangle shaped credit card mints. This time-tested favorite has been reinvented to include a new puzzle design to hold the mints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, meetings, hotels, restaurants and more. Comes in sugar free peppermint flavor.",Accessories,Food & Confectionery
CC101,Tekweld,Round Credit Card Mints,"Freshen things up with this round shaped credit card mints.Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, meetings, hotels, restaurants and more. Comes in sugar free peppermint flavor.",Accessories,Food & Confectionery
CC102,Tekweld,Rectangle Credit Card Mints,"Freshen things up with these rectangle shaped credit card mints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, meetings, hotels, restaurants and more. Comes in sugar free peppermint flavor.",Accessories,Food & Confectionery
CC104,Tekweld,Heart Shaped Credit Card Mints,"Freshen things up with these heart shaped credit card mints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, meetings, hotels, restaurants and more! Comes in sugar free peppermint flavor.",Accessories,Food & Confectionery
CC105,Tekweld,Truck Shaped Credit Card Mints,"Freshen things up with these truck shaped credit card mints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, meetings, hotels, restaurants and more! Comes in sugar free peppermint flavor.",Accessories,Food & Confectionery
CC106,Tekweld,House Credit Card Mints,"Freshen things up with these fun house shaped credit card mints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. (Note: A more traditional method of direct printing is also offered.) Mints act as a great giveaway at conventions, meetings, hotels, restaurants and more! Comes in sugar free peppermint flavor.",Accessories,Food & Confectionery
